name,yr,pos,g,att,comp,pct.,yards,yards/att,td,int,rating,att/g,yards/g,team_name
Anthony Smith,SR,WR,6,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,east_carolina
Cole Snyder,SR,QB,5,144,94,65.3,957,6.6,4,0,130.28,28.8,191.4,eastern_michigan
Jeremiah Salem,JR,QB,2,5,5,100.0,102,20.4,1,0,337.36,2.5,51.0,eastern_michigan
Terry Lockett Jr.,SR,WR,5,1,1,100.0,22,22.0,1,0,614.80,0.2,4.4,eastern_michigan
Mitchell Tomasek,SR,P,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,eastern_michigan
DJ Lagway,FR,QB,5,55,38,69.1,667,12.1,4,3,184.05,11.0,133.4,florida
Graham Mertz,SR,QB,4,79,61,77.2,666,8.4,5,2,163.86,19.8,166.5,florida
Aidan Warner,FR,QB,1,2,1,50.0,10,5.0,0,0,92.00,2.0,10.0,florida
Cam Fancher,JR,QB,5,115,69,60.0,707,6.1,2,5,108.68,23.0,141.4,florida_atlantic
Kasen Weisman,FR,QB,3,13,7,53.8,98,7.5,0,1,101.79,4.3,32.7,florida_atlantic
Carson Cruver,FR,QB,1,1,1,100.0,9,9.0,0,0,175.60,1.0,9.0,florida_atlantic
Keyone Jenkins,SO,QB,6,174,110,63.2,1349,7.8,9,5,139.67,29.0,224.8,florida_international
Amari Jones,SO,QB,3,1,1,100.0,9,9.0,0,0,175.60,0.3,3.0,florida_international
DJ Uiagalelei,SR,QB,5,156,84,53.8,1065,6.8,4,6,111.97,31.2,213.0,florida_state
Brock Glenn,FR,QB,2,45,23,51.1,228,5.1,2,1,103.90,22.5,114.0,florida_state
Mikey Keene,JR,QB,5,167,111,66.5,1356,8.1,7,6,141.32,33.4,271.2,fresno_state
Raylen Sharpe,JR,WR,5,1,1,100.0,26,26.0,1,0,648.40,0.2,5.2,fresno_state
Joshua Wood,SO,QB,5,4,2,50.0,15,3.8,0,1,31.50,0.8,3.0,fresno_state
Jayden Mandal,FR,QB,4,3,1,33.3,8,2.7,0,1,-10.94,0.8,2.0,fresno_state
Carson Beck,SR,QB,5,161,106,65.8,1359,8.4,12,3,157.60,32.2,271.8,georgia
Gunner Stockton,SO,QB,2,12,10,83.3,90,7.5,0,0,146.33,6.0,45.0,georgia
JC French,SO,QB,5,177,112,63.3,1122,6.3,7,1,128.45,35.4,224.4,georgia_southern
Dexter Williams II,SR,QB,2,4,2,50.0,36,9.0,0,0,125.60,2.0,18.0,georgia_southern
OJ Arnold,JR,RB,5,1,1,100.0,12,12.0,1,0,530.80,0.2,2.4,georgia_southern
Dalen Cobb,JR,WR,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,georgia_southern
Christian Veilleux,JR,QB,4,158,94,59.5,1073,6.8,8,4,128.18,39.5,268.3,georgia_state
Haynes King,JR,QB,6,169,125,74.0,1441,8.5,8,1,160.03,28.2,240.2,georgia_tech
Zach Pyron,SO,QB,6,6,4,66.7,57,9.5,1,0,201.47,1.0,9.5,georgia_tech
Aaron Philo,FR,QB,1,5,3,60.0,49,9.8,0,0,142.32,5.0,49.0,georgia_tech
Brayden Schager,SR,QB,5,205,124,60.5,1328,6.5,11,6,126.77,41.0,265.6,hawai'i
Micah Alejado,FR,QB,1,1,1,100.0,5,5.0,0,0,142.00,1.0,5.0,hawai'i
Donovan Smith,SR,QB,6,109,72,66.1,694,6.4,2,5,116.43,18.2,115.7,houston
Zeon Chriss,SO,QB,5,27,18,66.7,161,6.0,1,1,121.57,5.4,32.2,houston
Ui Ale,SO,QB,1,8,7,87.5,74,9.3,1,0,206.45,8.0,74.0,houston
Luke Altmyer,JR,QB,5,130,91,70.0,1047,8.1,11,1,164.03,26.0,209.4,illinois
Donovan Leary,SO,QB,1,5,2,40.0,29,5.8,0,0,88.72,5.0,29.0,illinois
Kurtis Rourke,SR,QB,6,160,118,73.8,1752,11.0,14,2,192.11,26.7,292.0,indiana
Tayven Jackson,SO,QB,3,10,5,50.0,134,13.4,1,0,195.56,3.3,44.7,indiana
Alberto Mendoza,FR,QB,1,1,1,100.0,6,6.0,0,0,150.40,1.0,6.0,indiana
Ty Son Lawton,SR,RB,6,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,indiana
Cade McNamara,SR,QB,5,122,78,63.9,686,5.6,3,3,114.35,24.4,137.2,iowa
Brendan Sullivan,JR,QB,4,2,2,100.0,14,7.0,1,0,323.80,0.5,3.5,iowa
Rocco Becht,SO,QB,5,132,87,65.9,1173,8.9,9,3,158.50,26.4,234.6,iowa_state
Connor Moberly,FR,QB,2,7,5,71.4,49,7.0,0,1,101.66,3.5,24.5,iowa_state
Tyler Huff,SR,QB,6,134,89,66.4,1269,9.5,7,4,157.24,22.3,211.5,jacksonville_state
Logan Smothers,SR,QB,4,13,7,53.8,61,4.7,0,0,93.26,3.3,15.3,jacksonville_state
Zion Turner,SO,QB,1,1,0,0.0,0,0.0,0,0,0.00,1.0,0.0,jacksonville_state
Alonza Barnett III,SO,QB,6,177,102,57.6,1472,8.3,15,1,154.32,29.5,245.3,james_madison
Dylan Morris,SR,QB,3,1,1,100.0,6,6.0,0,0,150.40,0.3,2.0,james_madison
Jalon Daniels,JR,QB,6,161,87,54.0,1065,6.6,7,8,114.02,26.8,177.5,kansas
Cole Ballard,FR,QB,1,6,5,83.3,51,8.5,1,0,209.73,6.0,51.0,kansas
Avery Johnson,SO,QB,5,126,77,61.1,879,7.0,9,4,136.93,25.2,175.8,kansas_state
Jacob Knuth,SO,QB,2,2,2,100.0,18,9.0,0,0,175.60,1.0,9.0,kansas_state
Ta'Quan Roberson,SR,QB,2,3,1,33.3,4,1.3,0,0,44.53,1.5,2.0,kansas_state
Davis Bryson,SO,QB,5,111,57,51.4,616,5.5,2,6,93.11,22.2,123.2,kennesaw_state
Jacob Ulrich,FR,P,5,1,1,100.0,32,32.0,0,0,368.80,0.2,6.4,kennesaw_state
Khalib Johnson,SO,QB,3,5,1,20.0,5,1.0,0,1,-11.60,1.7,1.7,kennesaw_state
Devin Kargman,JR,QB,4,82,45,54.9,432,5.3,3,2,106.32,20.5,108.0,kent_state
Tommy Ulatowski,JR,QB,4,35,16,45.7,354,10.1,4,1,162.68,8.8,88.5,kent_state
JD Sherrod,FR,QB,2,7,2,28.6,18,2.6,0,0,50.17,3.5,9.0,kent_state
Brock Vandagriff,JR,QB,5,107,64,59.8,793,7.4,4,2,130.66,21.4,158.6,kentucky
Gavin Wimsatt,JR,QB,3,10,5,50.0,59,5.9,0,1,79.56,3.3,19.7,kentucky
Kaidon Salter,JR,QB,5,119,75,63.0,1074,9.0,7,1,156.57,23.8,214.8,liberty
Ryan Burger,SO,QB,1,3,2,66.7,12,4.0,0,0,100.27,3.0,12.0,liberty
Ben Wooldridge,SR,QB,5,145,101,69.7,1214,8.4,10,3,158.60,29.0,242.8,louisiana-lafayette
Chandler Fields,SR,QB,2,7,6,85.7,63,9.0,0,0,161.31,3.5,31.5,louisiana-lafayette
Aidan Armenta,FR,QB,5,43,25,58.1,295,6.9,2,2,121.81,8.6,59.0,louisiana-monroe
General Booty,JR,QB,5,53,28,52.8,241,4.5,1,2,89.70,10.6,48.2,louisiana-monroe
Hunter Herring,JR,QB,4,1,1,100.0,19,19.0,0,0,259.60,0.3,4.8,louisiana-monroe
Evan Bullock,FR,QB,4,68,48,70.6,557,8.2,6,0,168.51,17.0,139.3,louisiana_tech
Jack Turner,JR,QB,4,60,32,53.3,412,6.9,2,2,115.34,15.0,103.0,louisiana_tech
Blake Baker,FR,QB,2,34,18,52.9,314,9.2,1,3,122.57,17.0,157.0,louisiana_tech
Marquis Crosby,JR,RB,4,1,1,100.0,19,19.0,1,0,589.60,0.3,4.8,louisiana_tech
Tyler Shough,SR,QB,5,152,98,64.5,1443,9.5,13,2,169.80,30.4,288.6,louisville
Harrison Bailey,SR,QB,2,8,8,100.0,63,7.9,0,0,166.15,4.0,31.5,louisville
Pierce Clarkson,FR,QB,1,4,3,75.0,11,2.8,0,0,98.10,4.0,11.0,louisville
Garrett Nussmeier,JR,QB,5,198,138,69.7,1652,8.3,15,4,160.74,39.6,330.4,lsu
Rickie Collins,FR,QB,2,4,4,100.0,33,8.3,0,0,169.30,2.0,16.5,lsu
Stone Earle,SR,QB,5,98,54,55.1,537,5.5,7,1,122.66,19.6,107.4,marshall
Braylon Braxton,JR,QB,3,29,16,55.2,272,9.4,5,0,190.85,9.7,90.7,marshall
Cole Pennington,SO,QB,2,7,5,71.4,57,8.1,1,0,186.97,3.5,28.5,marshall
Billy Edwards Jr.,JR,QB,5,177,128,72.3,1444,8.2,11,2,159.10,35.4,288.8,maryland
Cameron Edge,SO,QB,2,8,5,62.5,67,8.4,1,0,174.10,4.0,33.5,maryland
MJ Morris,SO,QB,2,4,3,75.0,13,3.3,0,0,102.30,2.0,6.5,maryland
Taisun Phommachanh,SR,QB,6,181,104,57.5,1280,7.1,7,3,126.31,30.2,213.3,massachusetts
Seth Henigan,SR,QB,5,195,125,64.1,1339,6.9,7,2,131.58,39.0,267.8,memphis
Harris Boyd,FR,QB,2,1,1,100.0,14,14.0,0,0,217.60,0.5,7.0,memphis
Ja'Koby Banks,SO,WR,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,memphis
Cam Ward,SR,QB,6,214,148,69.2,2219,10.4,20,5,182.43,35.7,369.8,miami_florida
Emory Williams,SO,QB,1,12,11,91.7,161,13.4,1,0,231.87,12.0,161.0,miami_florida
Reese Poffenbarger,JR,QB,3,7,6,85.7,20,2.9,0,0,109.71,2.3,6.7,miami_florida
Xavier Restrepo,SR,WR,6,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,miami_florida
Brett Gabbert,SR,QB,5,178,98,55.1,1162,6.5,5,7,111.30,35.6,232.4,miami_ohio
Henry Hesson,JR,QB,2,5,2,40.0,17,3.4,0,0,68.56,2.5,8.5,miami_ohio
Davis Warren,SR,QB,3,72,48,66.7,444,6.2,2,6,110.97,24.0,148.0,michigan
Alex Orji,JR,QB,6,43,23,53.5,148,3.4,3,1,100.77,7.2,24.7,michigan
Jack Tuttle,SR,QB,1,18,10,55.6,98,5.4,1,1,108.51,18.0,98.0,michigan
Aidan Chiles,SO,QB,6,152,86,56.6,1212,8.0,5,8,123.88,25.3,202.0,michigan_state
Tommy Schuster,SR,QB,3,21,16,76.2,166,7.9,0,0,142.59,7.0,55.3,michigan_state
Nicholas Vattiato,JR,QB,6,202,131,64.9,1561,7.7,7,5,136.25,33.7,260.2,middle_tennessee
Roman Gagliano,FR,QB,2,9,4,44.4,41,4.6,0,0,82.71,4.5,20.5,middle_tennessee
Max Brosmer,SR,QB,6,173,117,67.6,1263,7.3,6,4,135.78,28.8,210.5,minnesota
Drake Lindsey,FR,QB,2,4,3,75.0,35,8.8,1,0,231.00,2.0,17.5,minnesota
Jaxson Dart,SR,QB,6,173,127,73.4,2100,12.1,13,2,197.87,28.8,350.0,mississippi
Austin Simmons,FR,QB,5,21,10,47.6,137,6.5,1,0,118.13,4.2,27.4,mississippi
Walker Howard,SO,QB,2,2,0,0.0,0,0.0,0,0,0.00,1.0,0.0,mississippi
Blake Shapen,SR,QB,4,108,74,68.5,974,9.0,8,1,166.87,27.0,243.5,mississippi_state
Michael Van Buren Jr.,FR,QB,3,36,19,52.8,244,6.8,0,0,109.72,12.0,81.3,mississippi_state
Chris Parson,FR,QB,2,2,0,0.0,0,0.0,0,0,0.00,1.0,0.0,mississippi_state
Brady Cook,SR,QB,5,165,105,63.6,1132,6.9,5,1,130.06,33.0,226.4,missouri
Drew Pyne,SR,QB,2,17,16,94.1,117,6.9,0,0,151.93,8.5,58.5,missouri
Blake Horvath,JR,QB,5,59,39,66.1,771,13.1,7,1,211.63,11.8,154.2,navy
Braxton Woodson,SO,QB,4,7,3,42.9,65,9.3,1,1,139.43,1.8,16.3,navy
Alex Tecza,JR,FB,5,1,1,100.0,13,13.0,0,0,209.20,0.2,2.6,navy
Eli Heidenreich,JR,SB,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,navy
Dylan Raiola,FR,QB,6,169,113,66.9,1358,8.0,9,3,148.38,28.2,226.3,nebraska
Heinrich Haarberg,JR,QB,5,8,8,100.0,69,8.6,0,0,172.45,1.6,13.8,nebraska
Brian Buschini,SR,P,6,1,1,100.0,30,30.0,0,0,352.00,0.2,5.0,nebraska
Jalyn Gramstad,SR,QB,1,3,1,33.3,11,3.7,0,0,64.13,3.0,11.0,nebraska
Brendon Lewis,JR,QB,6,155,107,69.0,1081,7.0,9,5,140.32,25.8,180.2,nevada
AJ Bianco,SO,QB,2,3,3,100.0,42,14.0,0,0,217.60,1.5,21.0,nevada
Jaden Smith,SR,WR,6,1,1,100.0,18,18.0,0,0,251.20,0.2,3.0,nevada
Chubba Purdy,SR,QB,1,1,1,100.0,13,13.0,0,0,209.20,1.0,13.0,nevada
Devon Dampier,SO,QB,5,193,110,57.0,1309,6.8,6,6,118.01,38.6,261.8,new_mexico
Parker Awad,SO,QB,4,71,29,40.8,363,5.1,3,3,89.29,17.8,90.8,new_mexico_state
Santino Marucci,JR,QB,4,69,31,44.9,292,4.2,2,2,84.25,17.3,73.0,new_mexico_state
Deuce Hogan,SR,QB,2,18,6,33.3,31,1.7,0,2,25.57,9.0,15.5,new_mexico_state
Jacolby Criswell,SR,QB,5,156,88,56.4,1158,7.4,7,3,129.72,31.2,231.6,north_carolina
Conner Harrell,SO,QB,4,35,20,57.1,275,7.9,2,1,136.29,8.8,68.8,north_carolina
Max Johnson,SR,QB,1,19,12,63.2,71,3.7,0,1,84.02,19.0,71.0,north_carolina
CJ Bailey,FR,QB,5,107,70,65.4,741,6.9,4,3,130.32,21.4,148.2,north_carolina_state
Grayson McCall,SR,QB,4,80,53,66.3,518,6.5,3,2,128.02,20.0,129.5,north_carolina_state
Lex Thomas,FR,QB,1,6,4,66.7,53,8.8,1,0,195.87,6.0,53.0,north_carolina_state
Chandler Morris,JR,QB,5,188,123,65.4,1643,8.7,16,6,160.55,37.6,328.6,north_texas
Drew Mestemaker,FR,QB,3,5,4,80.0,69,13.8,0,0,195.92,1.7,23.0,north_texas
Wyatt Young,FR,WR,5,1,1,100.0,31,31.0,0,0,360.40,0.2,6.2,north_texas
Ethan Hampton,JR,QB,5,120,70,58.3,913,7.6,8,4,137.57,24.0,182.6,northern_illinois
Jalen Macon,JR,QB,1,7,4,57.1,50,7.1,0,0,117.14,7.0,50.0,northern_illinois
Josh Holst,FR,QB,2,3,2,66.7,17,5.7,0,0,114.27,1.5,8.5,northern_illinois
Trayvon Rudolph,SR,WR,4,1,0,0.0,0,0.0,0,0,0.00,0.3,0.0,northern_illinois
Jack Lausch,SO,QB,3,96,51,53.1,523,5.4,4,2,108.47,32.0,174.3,northwestern
Mike Wright,SR,QB,3,66,38,57.6,354,5.4,0,1,99.61,22.0,118.0,northwestern
Riley Leonard,SR,QB,5,126,82,65.1,750,6.0,3,2,119.77,25.2,150.0,notre_dame
Steve Angeli,SO,QB,3,11,7,63.6,104,9.5,2,0,203.06,3.7,34.7,notre_dame
Kenny Minchey,FR,QB,1,1,1,100.0,4,4.0,0,0,133.60,1.0,4.0,notre_dame
Parker Navarro,SR,QB,4,91,62,68.1,751,8.3,4,4,143.18,22.8,187.8,ohio
Nick Poulos,JR,QB,2,23,10,43.5,135,5.9,0,1,84.09,11.5,67.5,ohio
Will Howard,SR,QB,5,130,93,71.5,1248,9.6,12,3,178.02,26.0,249.6,ohio_state
Devin Brown,JR,QB,5,18,10,55.6,108,6.0,1,0,124.29,3.6,21.6,ohio_state
Julian Sayin,FR,QB,2,7,5,71.4,84,12.0,1,0,219.37,3.5,42.0,ohio_state
Jackson Arnold,SO,QB,4,102,61,59.8,538,5.3,7,3,120.88,25.5,134.5,oklahoma
Michael Hawkins Jr.,FR,QB,3,37,23,62.2,310,8.4,1,0,141.46,12.3,103.3,oklahoma
Taylor Tatum,FR,RB,4,1,1,100.0,-2,-2.0,0,0,83.20,0.3,-0.5,oklahoma
Alan Bowman,SR,QB,6,214,127,59.3,1653,7.7,12,8,135.25,35.7,275.5,oklahoma_state
Garret Rangel,SO,QB,3,24,11,45.8,141,5.9,1,0,108.93,8.0,47.0,oklahoma_state
Grant Wilson,JR,QB,3,86,48,55.8,507,5.9,4,3,113.70,28.7,169.0,old_dominion
Colton Joseph,FR,QB,3,55,29,52.7,300,5.5,3,1,112.91,18.3,100.0,old_dominion
Quinn Henicle,FR,QB,1,12,5,41.7,38,3.2,0,1,51.60,12.0,38.0,old_dominion
Dillon Gabriel,SR,QB,5,167,130,77.8,1449,8.7,11,3,168.88,33.4,289.8,oregon
Dante Moore,SO,QB,2,4,4,100.0,22,5.5,0,0,146.20,2.0,11.0,oregon
Tez Johnson,SR,WR,5,1,0,0.0,0,0.0,0,0,0.00,0.2,0.0,oregon
Gevani McCoy,JR,QB,5,116,73,62.9,718,6.2,2,1,118.90,23.2,143.6,oregon_state
Gabarri Johnson,FR,QB,3,6,4,66.7,42,7.0,0,0,125.47,2.0,14.0,oregon_state
Drew Allar,JR,QB,5,103,73,70.9,1101,10.7,9,1,187.56,20.6,220.2,penn_state
Beau Pribula,SO,QB,5,10,7,70.0,102,10.2,2,1,201.68,2.0,20.4,penn_state
Tyler Warren,SR,TE,5,1,1,100.0,17,17.0,1,0,572.80,0.2,3.4,penn_state
Eli Holstein,FR,QB,5,172,113,65.7,1567,9.1,15,3,167.51,34.4,313.4,pittsburgh
Nate Yarnell,JR,QB,3,19,12,63.2,135,7.1,2,0,157.58,6.3,45.0,pittsburgh
Hudson Card,SR,QB,5,112,71,63.4,738,6.6,7,4,132.23,22.4,147.6,purdue
Ryan Browne,FR,QB,2,11,7,63.6,68,6.2,0,0,115.57,5.5,34.0,purdue
E.J. Warner,JR,QB,5,178,109,61.2,955,5.4,7,6,112.55,35.6,191.0,rice
Drew Devillier,FR,QB,2,8,6,75.0,49,6.1,0,0,126.45,4.0,24.5,rice
Quinton Jackson,SO,RB,5,1,1,100.0,21,21.0,0,0,276.40,0.2,4.2,rice
Athan Kaliakmanis,SR,QB,5,133,74,55.6,947,7.1,8,3,130.79,26.6,189.4,rutgers
Hunter Watson,JR,QB,6,132,78,59.1,859,6.5,7,5,123.68,22.0,143.2,sam_houston_state
Jase Bauer,JR,QB,3,17,10,58.8,111,6.5,2,0,152.48,5.7,37.0,sam_houston_state
Noah Smith,SR,WR,6,1,1,100.0,64,64.0,1,0,967.60,0.2,10.7,sam_houston_state
Danny O'Neil,FR,QB,4,113,71,62.8,791,7.0,5,0,136.23,28.3,197.8,san_diego_state
Javance Tupou’ata-Johnson,FR,QB,2,29,13,44.8,156,5.4,1,2,87.60,14.5,78.0,san_diego_state
Tyler Pastula,SR,P,5,1,1,100.0,10,10.0,0,0,184.00,0.2,2.0,san_diego_state
Emmett Brown,SO,QB,5,186,110,59.1,1460,7.8,15,4,147.38,37.2,292.0,san_jose_state
Walker Eget,JR,QB,4,15,10,66.7,141,9.4,0,0,145.63,3.8,35.3,san_jose_state
Nick Nash,SR,WR,5,2,2,100.0,42,21.0,2,0,606.40,0.4,8.4,san_jose_state
Kevin Jennings,SO,QB,6,120,80,66.7,1014,8.5,6,1,152.48,20.0,169.0,smu
Preston Stone,JR,QB,4,44,26,59.1,346,7.9,4,1,150.60,11.0,86.5,smu
Gio Lopez,FR,QB,5,150,95,63.3,1308,8.7,12,1,161.65,30.0,261.6,south_alabama
Bishop Davenport,SO,QB,6,46,27,58.7,278,6.0,1,0,116.63,7.7,46.3,south_alabama
LaNorris Sellers,FR,QB,4,85,49,57.6,555,6.5,2,3,113.19,21.3,138.8,south_carolina
Robby Ashford,SR,QB,4,26,18,69.2,292,11.2,2,0,188.95,6.5,73.0,south_carolina
