team_name,number,name,position,year,height,weight,hometown,last_schools,team_page_url
air_force,51,Kaleb Holcomb,OT,SR,6-4,270,"Dublin, OH",Coffman,https://cfbstats.com/2023/team/721/index.html
air_force,38,Ty Hubert,OLB,SO,5-11,200,"Canton, GA",Creekview,https://cfbstats.com/2023/team/721/index.html
air_force,53,Steven Iles,OG,SR,6-2,285,"Riverside, CA",Corona Centennial,https://cfbstats.com/2023/team/721/index.html
air_force,75,Ethan Jackman,OG,SR,6-4,310,"Chaska, MN",Chaska,https://cfbstats.com/2023/team/721/index.html
air_force,10,Jalen Johnson,RB,SR,5-10,185,"Decatur, GA",Collins Hill,https://cfbstats.com/2023/team/721/index.html
air_force,5,Jensen Jones,QB,SR,6-2,215,"Naples, FL",St. John Neumann Catholic,https://cfbstats.com/2023/team/721/index.html
air_force,46,Zach Juckel,ILB,SO,6-2,210,"Lakeville, MN",Lakeville South,https://cfbstats.com/2023/team/721/index.html
air_force,59,Adam Karas,OT,SR,6-4,285,"Arvada, CO",Pomona,https://cfbstats.com/2023/team/721/index.html
air_force,17,Zion Kelly,CB,SR,5-10,190,"Greenville, SC",Southside,https://cfbstats.com/2023/team/721/index.html
air_force,91,Thomas Kensinger,DE,SO,6-4,240,"Los Angeles, CA",Venice,https://cfbstats.com/2023/team/721/index.html
air_force,31,Kaleb Killian,RB,SO,5-9,195,"Jacksonville, FL",Trinity Christian Academy,https://cfbstats.com/2023/team/721/index.html
air_force,23,Dane Kinamon,WR,SR,6-0,205,"Peachtree City, GA",McIntosh,https://cfbstats.com/2023/team/721/index.html
air_force,54,Jackson Kohal,OL,JR,6-4,305,"Coeur d'Alene, ID",Coeur d'Alene,https://cfbstats.com/2023/team/721/index.html
air_force,9,Zac Larrier,QB,SR,6-0,195,"Youngstown, OH",Monterey Trail,https://cfbstats.com/2023/team/721/index.html
air_force,68,Thor Paglialong,OC,SR,6-4,300,"Woodstock, IL",Marian Central Catholic,https://cfbstats.com/2023/team/721/index.html
air_force,72,Christien Hawks,OT,SO,6-3,290,"Norton, KS",Norton,https://cfbstats.com/2023/team/721/index.html
air_force,56,Cole Palmer,OLB,JR,6-4,235,"Colorado Springs, CO",TCA,https://cfbstats.com/2023/team/721/index.html
air_force,91,Ripp Perez,P,-,-,-,-,-,https://cfbstats.com/2023/team/721/index.html
air_force,78,Trevor Tate,OT,SO,6-2,270,"Waxhaw, NC",Cuthbertson,https://cfbstats.com/2023/team/721/index.html
air_force,7,Trey Taylor,FS,SR,6-0,210,"Frisco, TX",Frisco Lone Star,https://cfbstats.com/2023/team/721/index.html
air_force,48,Jayden Thiergood,DE,SR,6-3,250,"Chicago, IL",Marian Central Catholic,https://cfbstats.com/2023/team/721/index.html
air_force,62,James Tomasi,DL,JR,6-0,310,"Provo, UT",Provo,https://cfbstats.com/2023/team/721/index.html
air_force,94,Kaleb Tompkins,DL,JR,6-4,260,"Midlothian, TX",Midlothian,https://cfbstats.com/2023/team/721/index.html
air_force,96,Reagan Tubbs,PK,SO,6-0,175,"Flower Mound, TX",Flower Mound,https://cfbstats.com/2023/team/721/index.html
air_force,31,Lincoln Tuioti-Mariner,DB,FR,6-1,210,"Las Vegas, NV",Bishop Gorman,https://cfbstats.com/2023/team/721/index.html
air_force,29,Jacob Tafoya,OLB,JR,6-2,230,"Clovis, CA",Clovis East,https://cfbstats.com/2023/team/721/index.html
air_force,17,Cannon Turner,QB,SR,6-0,215,"Arkadelphia, AR",Arkadelphia,https://cfbstats.com/2023/team/721/index.html
air_force,73,Luke Vonderhaar,OT,SO,6-4,270,"Bettendorf, IA",Pleasant Valley,https://cfbstats.com/2023/team/721/index.html
air_force,27,Julian Williams,ILB,JR,6-2,230,"Aurora, CO",Cherkoee Trail,https://cfbstats.com/2023/team/721/index.html
air_force,0,Trey Williams,DB,JR,5-10,175,"Atlanta, GA",Loganville,https://cfbstats.com/2023/team/721/index.html
air_force,11,Wyatt Wilson,WR,SR,6-3,195,"New Canaan, CT",New Canaan,https://cfbstats.com/2023/team/721/index.html
air_force,97,Brent Winfree,NG,SO,6-4,275,"Sunnyvale, TX",Sunnyvale,https://cfbstats.com/2023/team/721/index.html
air_force,44,Johnathan Youngblood,ILB,SR,5-11,225,"Atlanta, GA",E.L. Christian Academy,https://cfbstats.com/2023/team/721/index.html
air_force,96,Payton Zdroik,DL,JR,6-0,275,"Brentwood, CA",Liberty,https://cfbstats.com/2023/team/721/index.html
air_force,50,Grant Uyl,ILB,JR,5-11,225,"Grand Rapids, MI",DeWitt,https://cfbstats.com/2023/team/721/index.html
air_force,99,Aidan Swartz,DT,SO,6-4,270,"Sylvania, OH",Sylvania Northview,https://cfbstats.com/2023/team/721/index.html
air_force,66,Jace Sutulovich,OG,SO,6-3,285,"Siloam Springs, AR",Siloam Springs,https://cfbstats.com/2023/team/721/index.html
air_force,34,Darius Stone,RB,SO,5-11,205,"Augusta, GA",Aquinas,https://cfbstats.com/2023/team/721/index.html
air_force,21,Aidan Plate,DB,JR,6-2,200,"Dayton, OH",Kettering Archbishop Alter,https://cfbstats.com/2023/team/721/index.html
air_force,13,PJ Ramsey,DE,SR,6-3,260,"Phenix City, AL",Central,https://cfbstats.com/2023/team/721/index.html
air_force,34,Nasir Rashid,ILB,SR,6-0,225,"Shaker Heights, OH",Shaker Heights,https://cfbstats.com/2023/team/721/index.html
air_force,29,Evan Rau,WR,SO,5-9,170,"Waipahu, HI",Kamehameha,https://cfbstats.com/2023/team/721/index.html
air_force,52,Matthew Reddick,ILB,SO,6-2,230,"Charlotte, NC",South Mecklenburg,https://cfbstats.com/2023/team/721/index.html
air_force,8,Bo Richter,DE,SR,6-2,250,"Naperville, IL",Naperville North,https://cfbstats.com/2023/team/721/index.html
air_force,84,Caleb Rillos,TE,SR,6-6,255,"Golden, CO",Ralston Valley,https://cfbstats.com/2023/team/721/index.html
air_force,80,Tre Roberson,WR,SO,6-2,205,"Helena, AL",Thompson,https://cfbstats.com/2023/team/721/index.html
air_force,18,Elijah Sanders,OLB,JR,6-3,240,"Clayton, NC",Clayton,https://cfbstats.com/2023/team/721/index.html
air_force,32,Jordan Scarbrough,WR,SO,5-8,185,"Leonardtown, MD",Saint Mary's Ryken,https://cfbstats.com/2023/team/721/index.html
air_force,67,Jim Schwaab,OC,JR,6-4,270,"Waukesha, WI",Catholic Memorial,https://cfbstats.com/2023/team/721/index.html
air_force,43,Trevian Sirls,ILB,SO,6-0,200,"Oklahoma City, OK",Heritage Hall,https://cfbstats.com/2023/team/721/index.html
air_force,20,Jake Smith,SAF,SR,6-1,210,"Roswell, GA",Blessed Trinity Catholic,https://cfbstats.com/2023/team/721/index.html
air_force,87,Quin Smith,WR,SO,6-1,190,"Adairsville, GA",Calhoun,https://cfbstats.com/2023/team/721/index.html
air_force,89,Parker St. John,WR,JR,6-2,190,"Orlando, FL",Boone,https://cfbstats.com/2023/team/721/index.html
air_force,57,Colin Stewart,DT,SO,6-2,240,"Franklin, TN",Christ Presbyterian Academy,https://cfbstats.com/2023/team/721/index.html
air_force,6,Jarius Stewart,QB,SO,5-8,190,"Port Lavaca, TX",Calhoun,https://cfbstats.com/2023/team/721/index.html
air_force,-,Justus Perales,OG,FR,6-1,267,"Garland, TX",Naaman Forest,https://cfbstats.com/2023/team/721/index.html
air_force,33,Jet Harris,RB,SR,6-1,225,"Gray, TN",Dobyns Bennett,https://cfbstats.com/2023/team/721/index.html
air_force,13,Jared Roznos,WR,JR,6-0,190,"Sacremento, CA",Seattle Prep,https://cfbstats.com/2023/team/721/index.html
air_force,64,Luke Hallstrom,OG,SR,6-2,270,"Naperville, IL",Naperville Central,https://cfbstats.com/2023/team/721/index.html
air_force,27,Kaden Cloud,RB,SO,5-9,185,"Gilbert, AZ",Williams Field,https://cfbstats.com/2023/team/721/index.html
air_force,49,Kurt Chesney,LS,SO,6-0,195,"Aliso Viejo, CA",Aliso Niguel,https://cfbstats.com/2023/team/721/index.html
air_force,2,Eian Castonguay,CB,SR,6-0,195,"Garden City, MI",Garden City,https://cfbstats.com/2023/team/721/index.html
air_force,83,Chances Carter-Hill,TE,SO,6-2,230,"Cuyahoga Falls, OH",Archbishop Hoban,https://cfbstats.com/2023/team/721/index.html
air_force,20,Dylan Carson,RB,SO,6-0,210,"Marysville, WA",Marysville Pilchuck,https://cfbstats.com/2023/team/721/index.html
air_force,74,Mason Carlan,OT,SR,6-3,290,"North Little Rock, AR",North Little Rock,https://cfbstats.com/2023/team/721/index.html
air_force,-,Vinnie Canosa,LB,FR,6-0,225,"Acworth, GA",Allatoona,https://cfbstats.com/2023/team/721/index.html
air_force,28,Aiden Calvert,RB,JR,5-10,205,"Chula Vista, CA",Mater Dei Catholic,https://cfbstats.com/2023/team/721/index.html
air_force,12,John Busha,QB,SO,6-2,205,"Port Charlotte, FL",Port Charlotte,https://cfbstats.com/2023/team/721/index.html
air_force,54,Are'an Burr,ILB,SO,6-3,220,"Colorado Springs, CO",Air Academy,https://cfbstats.com/2023/team/721/index.html
air_force,58,Jack Burnett,OC,SO,6-3,310,"San Francisco, CA",St. Ignatius,https://cfbstats.com/2023/team/721/index.html
air_force,26,Owen Burk,RB,SR,5-11,220,"Grand Rapids, MI",Allendale,https://cfbstats.com/2023/team/721/index.html
air_force,81,James Bryant,TE,SR,6-4,230,"Roswell, GA",Blessed Trinity,https://cfbstats.com/2023/team/721/index.html
air_force,9,Levi Brown,CB,SO,6-1,175,"Kennesaw, GA",Allatoona,https://cfbstats.com/2023/team/721/index.html
air_force,15,Ben Brittain,QB,SR,6-1,190,"Hewitt, TX",Reicher Catholic,https://cfbstats.com/2023/team/721/index.html
air_force,6,Cameron Breier,WR,JR,6-2,195,"Pasco, WA",Chiawana,https://cfbstats.com/2023/team/721/index.html
air_force,90,Brian Bradley,DE,SO,6-2,230,"Woodstock, GA",River Ridge,https://cfbstats.com/2023/team/721/index.html
air_force,21,Cade Harris,WR,JR,5-8,180,"South Weber, UT",Roy,https://cfbstats.com/2023/team/721/index.html
air_force,41,Jackson Adams,LB,SO,6-4,240,"Centennial, CO",Arapahoe,https://cfbstats.com/2023/team/721/index.html
air_force,32,Osaro Aihie,ILB,JR,6-1,225,"Oakland, CA",San Leadro,https://cfbstats.com/2023/team/721/index.html
air_force,18,Kendin Alexander,WR,JR,5-10,165,"Seattle, WA",Seattle Prep,https://cfbstats.com/2023/team/721/index.html
air_force,-,Jonathan Ashford,OT,FR,6-4,315,"Edmond, OK",Santa Fe,https://cfbstats.com/2023/team/721/index.html
air_force,57,Gabriel Averitt,OC,SO,6-3,270,"Lakeland, FL",Lakeland Christian School,https://cfbstats.com/2023/team/721/index.html
air_force,5,Corey Collins,DB,SR,5-11,185,"Suwanee, GA",Peachtree Ridge,https://cfbstats.com/2023/team/721/index.html
air_force,95,Carson Bay,P,JR,5-11,165,"Tampa, FL",Robinson,https://cfbstats.com/2023/team/721/index.html
air_force,14,Ty Black,QB,JR,6-1,205,"Shawnee, KS",Shawnee Mission,https://cfbstats.com/2023/team/721/index.html
air_force,55,Kupono Blake,NG,SR,6-2,270,"Kalihi, HI",Kamehameha,https://cfbstats.com/2023/team/721/index.html
air_force,55,Nick Blessing,OT,SO,6-4,250,"Allen, TX",Allen,https://cfbstats.com/2023/team/721/index.html
air_force,87,Caden Blum,DL,SR,6-5,265,"Baraboo, WI",Baraboo,https://cfbstats.com/2023/team/721/index.html
air_force,93,Andrew BoisD'Enghien,DE,SR,6-3,280,"Pleasanton, CA",Bradenton River (FL),https://cfbstats.com/2023/team/721/index.html
air_force,19,C.J. Boyd,DB,JR,6-1,200,"Milwaukee, WI",University School,https://cfbstats.com/2023/team/721/index.html
air_force,3,Jamari Bellamy,DB,JR,6-2,185,"Atlanta, GA",McEachern,https://cfbstats.com/2023/team/721/index.html
air_force,30,Tyme Collins,DB,JR,6-0,210,"Waldorf, MD",Bishop McNamara,https://cfbstats.com/2023/team/721/index.html
air_force,14,K.C. Beard,DB,JR,6-1,200,"Antioch, TN",Cane Ridge,https://cfbstats.com/2023/team/721/index.html
air_force,98,Colton Corrao,PK,FR,6-2,190,"Wesley Chapel, FL",Cypress Creek,https://cfbstats.com/2023/team/721/index.html
air_force,65,Samuel Floysand,OT,SO,6-3,275,"Cottage Grove, MN",Cretin-Derham Hall,https://cfbstats.com/2023/team/721/index.html
air_force,-,Kaden Freeman,DT,FR,6-3,235,"Frisco, TX",Reedy,https://cfbstats.com/2023/team/721/index.html
air_force,97,Luke Freer,P,SO,6-4,220,"Fairhope, AL",Fairhope,https://cfbstats.com/2023/team/721/index.html
air_force,8,Christopher Frew,RB,SO,5-9,190,"Green Cove Springs, FL",Bolles,https://cfbstats.com/2023/team/721/index.html
air_force,22,"Jerome Gaillard, Jr.",DB,JR,6-4,200,"Kempner, TX",Copperas Cove,https://cfbstats.com/2023/team/721/index.html
air_force,92,Jackson Garrett,NG,SO,6-3,270,"West Chester, OH",Moeller,https://cfbstats.com/2023/team/721/index.html
air_force,-,Blake Fletcher,LB,FR,6-3,220,"Racine, WI",Horlick,https://cfbstats.com/2023/team/721/index.html
air_force,30,Kale Gibbs,RB,JR,5-8,175,"LaGrange, GA",LaGrange,https://cfbstats.com/2023/team/721/index.html
air_force,11,Camby Goff,SS,SR,6-1,215,"Reynoldsburg, OH",Reynoldsburg,https://cfbstats.com/2023/team/721/index.html
air_force,16,Jayden Goodwin,SS,SR,6-1,195,"Houston, TX",Cypress Falls,https://cfbstats.com/2023/team/721/index.html
air_force,60,"John Gordon, Jr.",OL,JR,6-2,305,"Murfreesboro, TN",Siegel,https://cfbstats.com/2023/team/721/index.html
air_force,95,Daniel Grobe,DE,SO,6-7,270,"Tomball, TX",Tomball Memorial,https://cfbstats.com/2023/team/721/index.html
air_force,61,Costen Cooley,OG,SO,6-4,270,"Mesa, AZ",Red Mountain,https://cfbstats.com/2023/team/721/index.html
air_force,-,Carson Hall,DT,FR,6-2,286,"Ranburne, AL",Ranburne,https://cfbstats.com/2023/team/721/index.html
air_force,50,Dillon Gilbert,OG,SO,6-5,270,"Collinsville, OK",Owasso,https://cfbstats.com/2023/team/721/index.html
air_force,88,Bruin Fleischmann,TE,SO,6-3,220,"Pocatello, ID",Century,https://cfbstats.com/2023/team/721/index.html
air_force,37,Terrence Gist,RB,SO,6-0,235,"Taylors, SC",Greenville,https://cfbstats.com/2023/team/721/index.html
air_force,-,Ian Fisher,OG,FR,6-4,290,"Peachtree City, GA",Mcintosh,https://cfbstats.com/2023/team/721/index.html
air_force,31,Ryder Fitch,DB,JR,5-10,175,"Mission Viejo, CA",Mission Viejo,https://cfbstats.com/2023/team/721/index.html
air_force,35,Jack Curtis,OLB,SO,6-5,245,"Dallas, TX",Highland Park,https://cfbstats.com/2023/team/721/index.html
air_force,12,Patrick Dahlen,DB,SR,6-3,210,"Canton, GA",Cherokee,https://cfbstats.com/2023/team/721/index.html
air_force,7,Jackson Darlington,QB,JR,6-0,195,"Enterprise, AL",Enterprise,https://cfbstats.com/2023/team/721/index.html
air_force,48,Anthony DeBerardino,LS,JR,6-1,210,"Apex, NC",Apex Friendship,https://cfbstats.com/2023/team/721/index.html
air_force,45,Matt Devine,ILB,JR,6-0,225,"Cincinnati, OH",St. Xavier,https://cfbstats.com/2023/team/721/index.html
air_force,43,Matthew Dapore,PK,JR,6-0,195,"Springboro, OH",Springboro,https://cfbstats.com/2023/team/721/index.html
air_force,72,Beau Edwards,DT,SO,6-0,285,"Houston, TX",Episcopal,https://cfbstats.com/2023/team/721/index.html
air_force,51,Victor Dubuclet,ILB,SO,6-0,210,"Dallas, TX",Lake Highlands,https://cfbstats.com/2023/team/721/index.html
air_force,16,Dylan Evans,WR,SO,5-11,185,"Oak Point, TX",Little Elm,https://cfbstats.com/2023/team/721/index.html
air_force,59,Christopher Esparza,NG,SO,6-3,270,"Orem, UT",Mountain View,https://cfbstats.com/2023/team/721/index.html
air_force,28,Terrance Cullivan,CB,SO,5-10,185,"Cypress, TX",Bridgeland,https://cfbstats.com/2023/team/721/index.html
air_force,24,John Lee Eldridge III,RB,SR,5-9,200,"Youngstown, OH",Lee's Summit North,https://cfbstats.com/2023/team/721/index.html
air_force,2,Brandon Engel,WR,JR,6-2,210,"Dallas, TX",Lake Dallas,https://cfbstats.com/2023/team/721/index.html
akron,97,Ravontae Holt,DL,SR,6-4,290,"Sacramento, CA","Wyoming, Sheldon | Wyoming",https://cfbstats.com/2023/team/5/index.html
akron,1,Daniel George,WR,SR,6-2,210,"Fort Washington, MD","Penn State, Oxon Hill | Penn State",https://cfbstats.com/2023/team/5/index.html
akron,65,Tony Georges,OL,JR,6-1,295,"Westlake, OH",Saint Ignatius,https://cfbstats.com/2023/team/5/index.html
akron,8,Terray Jones,DT,SR,6-0,300,"Madison, FL","Tennessee State, Madison County",https://cfbstats.com/2023/team/5/index.html
akron,11,Devonte Golden-Nelson,CB,SO,5-10,185,"Memphis, TN","Memphis, Memphis University School | Memphis",https://cfbstats.com/2023/team/5/index.html
akron,17,Jaharon Griffin,LB,SO,5-11,240,"Philadelphia, MS",Neshoba Central,https://cfbstats.com/2023/team/5/index.html
akron,71,AJ George,OL,FR,6-6,300,"Byesville, OH","Cincinnati, Meadowbrook",https://cfbstats.com/2023/team/5/index.html
akron,58,Emmett Hanna,LB,SO,6-2,215,"Cleveland, OH",St. Ignatius | Boston College,https://cfbstats.com/2023/team/5/index.html
akron,53,Camari Harris,LB,FR,6-1,225,"Fort Wayne, IN",Bishop Luers,https://cfbstats.com/2023/team/5/index.html
akron,26,Rishad Hence,S,JR,5-9,170,"Detroit, MI",Martin Luther King,https://cfbstats.com/2023/team/5/index.html
akron,25,Blake Hester,RB,JR,5-10,185,"Ashland, KY",Blazer,https://cfbstats.com/2023/team/5/index.html
akron,4,Bobby Golden,WR,SO,5-8,180,"Miami, FL",Miami Palmetto,https://cfbstats.com/2023/team/5/index.html
akron,8,Ryan Jankowski,QB,SO,6-3,215,"Vero Beach, FL",Vero Beach,https://cfbstats.com/2023/team/5/index.html
akron,6,Joey Hunter,DB,SO,6-0,195,"Atlanta, GA","South Carolina, Sandy Creek",https://cfbstats.com/2023/team/5/index.html
akron,0,DJ Irons,QB,SR,6-4,215,"Lawrenceville, GA","Iowa Central CC, Grayson | Iowa Central CC",https://cfbstats.com/2023/team/5/index.html
akron,36,Dante Jackson,K,JR,5-9,205,"Chico, CA","Oregon State | Butte College, Pleasant Valley",https://cfbstats.com/2023/team/5/index.html
akron,90,LaJoshua Jackson,DL,JR,6-2,245,"Senatobia, MS","East Mississippi CC, Senatobia",https://cfbstats.com/2023/team/5/index.html
akron,77,Jayvin James,OL,FR,6-4,285,"Pompano Beach, FL",Blanche Ely,https://cfbstats.com/2023/team/5/index.html
akron,34,Davion Jennings,DB,FR,5-10,180,"Akron, OH",Archbishop Hoban,https://cfbstats.com/2023/team/5/index.html
akron,9,Dijon Jennings,QB,FR,5-11,190,"Reynoldsburg, OH",Reynoldsburg,https://cfbstats.com/2023/team/5/index.html
akron,31,David Jester,DB,FR,6-2,175,"Homestead, FL",Homestead,https://cfbstats.com/2023/team/5/index.html
akron,18,DiMarco Johnson,S,SO,6-0,210,"Irmo, SC",Dutch Fork,https://cfbstats.com/2023/team/5/index.html
akron,14,Jasaiah Gathings,WR,SO,6-0,190,"Statesville, NC",Statesville,https://cfbstats.com/2023/team/5/index.html
akron,4,Ryan Johnson,DL,SR,6-2,255,"Starkville, MS","Iowa Central CC, Starkville | Iowa Central CC",https://cfbstats.com/2023/team/5/index.html
akron,86,Isaiah Jones,WR,FR,6-3,200,"Irmo, SC",Dutch Fork,https://cfbstats.com/2023/team/5/index.html
akron,19,MyJaden Horton,S,SO,6-2,200,"Cincinnati, OH",Princeton,https://cfbstats.com/2023/team/5/index.html
akron,19,Grant Gainer,TE,SO,6-1,245,"Akron, OH",Hoban,https://cfbstats.com/2023/team/5/index.html
akron,95,Joseph Castle,P,FR,6-2,205,"North Huntingdon, PA",Norwin,https://cfbstats.com/2023/team/5/index.html
akron,10,Antavious Fish,LB,JR,5-11,235,"Atlanta, GA","Coffeyville CC, Jackson | Coffeyville CC",https://cfbstats.com/2023/team/5/index.html
akron,93,Bennett Adler,DL,JR,6-3,265,"Lakewood, OH",St. Ignatius,https://cfbstats.com/2023/team/5/index.html
akron,6,Caleb Anderson,WR,JR,6-2,215,"Brandon, MS",Brandon,https://cfbstats.com/2023/team/5/index.html
akron,22,Charles Kellom,RB,FR,5-11,200,"Cincinnati, OH",St. Xavier,https://cfbstats.com/2023/team/5/index.html
akron,21,Drake Anderson,RB,SR,5-9,200,"Chandler, AZ","Arizona, Chandler",https://cfbstats.com/2023/team/5/index.html
akron,27,Bubba Arslanian,LB,SR,5-10,215,"Aurora, OH",Aurora,https://cfbstats.com/2023/team/5/index.html
akron,5,TJ Banks,TE,SR,6-5,245,"North Versailles, PA","West Virginia, East Alleghany | West Virginia",https://cfbstats.com/2023/team/5/index.html
akron,24,Ali Barkley,RB,JR,6-0,225,"Whitehall, PA","Temple, Whitehall",https://cfbstats.com/2023/team/5/index.html
akron,59,Andrew Behm,ILB,JR,6-1,225,"Appleton, WI","Ellsworth CC, Fox Valley Lutheran | Ellsworth CC",https://cfbstats.com/2023/team/5/index.html
akron,55,Josh Blanchard,OL,JR,6-5,300,"Miami, FL","South Florida, Norland",https://cfbstats.com/2023/team/5/index.html
akron,19,Clayton Bone,WR,FR,6-0,190,"Rochester Hills, MI",Avon Old Farms School (Conn.),https://cfbstats.com/2023/team/5/index.html
akron,18,Johnny Brookhart,QB,FR,5-11,185,"Parker, CO",Legend,https://cfbstats.com/2023/team/5/index.html
akron,10,Tahj Bullock,QB,SO,6-3,230,"East Orange, NJ","Virginia Tech, Saint Peter's Prep",https://cfbstats.com/2023/team/5/index.html
akron,60,Ben Frank,OL,SR,6-6,305,"Cuba, NY","Hobart College, Cuba-Rushford",https://cfbstats.com/2023/team/5/index.html
akron,92,Tyler Carter,DL,SO,6-0,290,"Romulus, MI","Buffalo | Fullerton College, River Rouge",https://cfbstats.com/2023/team/5/index.html
akron,22,Kam Cheatom,DL,FR,6-3,220,"Pittsburgh, PA",Brashear,https://cfbstats.com/2023/team/5/index.html
akron,17,Caden Clark,TE,SO,6-4,265,"Akron, OH","Alabama, Archbishop Hoban | Alabama",https://cfbstats.com/2023/team/5/index.html
akron,44,Sean Conroy,S,SR,5-10,205,"North Olmsted, OH",North Olmsted,https://cfbstats.com/2023/team/5/index.html
akron,3,Shammond Cooper,LB,JR,6-2,220,"St. Louis, MO","Illinois, Trinity Catholic",https://cfbstats.com/2023/team/5/index.html
akron,85,Conner Cravaack,TE,FR,6-4,235,"Cincinnati, OH",Madeira,https://cfbstats.com/2023/team/5/index.html
akron,49,Bruno Dall,DL,FR,6-7,255,"Hamburg, Germany",St. Stanislaus (Miss.),https://cfbstats.com/2023/team/5/index.html
akron,10,Marquell Darnell,TE,FR,6-7,245,"Erie, PA",Central,https://cfbstats.com/2023/team/5/index.html
akron,56,Keylen Davis,OL,FR,6-2,310,"Indianapolis, IN",Ben Davis,https://cfbstats.com/2023/team/5/index.html
akron,84,Paul Davis,WR,FR,6-0,195,"Bowman, GA",Hart County,https://cfbstats.com/2023/team/5/index.html
akron,30,Aiden Diaz,TE,FR,6-1,255,"Shaker Heights, OH",Shaker Heights,https://cfbstats.com/2023/team/5/index.html
akron,62,Barry Duff,OL,FR,6-7,275,"Evansville, IN",Reitz Memorial,https://cfbstats.com/2023/team/5/index.html
akron,28,Tyson Durant,CB,JR,5-10,175,"Copley, OH",Canton McKinley,https://cfbstats.com/2023/team/5/index.html
akron,74,Ronan Chambers,OL,JR,6-6,290,"Olmsted Township, OH",St. Edward,https://cfbstats.com/2023/team/5/index.html
akron,78,Brian Kilbane,OL,SO,6-3,310,"Cleveland, OH",St. Edward | Bowling Green,https://cfbstats.com/2023/team/5/index.html
akron,99,Devon Robinson,DL,SR,6-4,300,"Memphis, TN",Whitehaven | Memphis,https://cfbstats.com/2023/team/5/index.html
akron,12,Zayden Laing-Taylor,DB,FR,5-11,195,"Miami, FL",Miami Central,https://cfbstats.com/2023/team/5/index.html
akron,63,Alex Robarge,OL,JR,6-4,320,"Chagrin Falls, OH",Kenston,https://cfbstats.com/2023/team/5/index.html
akron,96,Antonio Smith,DE,SO,6-4,250,"Westerville, OH","New Mexico Millitary Institute, Westerville South",https://cfbstats.com/2023/team/5/index.html
akron,80,Jax Smith,WR,FR,6-0,195,"Choctaw, OK",Choctaw,https://cfbstats.com/2023/team/5/index.html
akron,42,Melvin Spriggs,LB,FR,6-1,205,"Fredericksburg, VA",Saint Michael the Archangel,https://cfbstats.com/2023/team/5/index.html
